"","city","stateProvince","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"747","Sugar Land","TX",165,33600,20.1091570587709,2.47215121188597,0.122936590761158,-95.6283,29.5956,"Annual estimated Salary in  Sugar Land : $ 33600","Daily estimated Click per job in  Sugar Land :  20.1091570587709 clicks","Daily estimated Local Click ratio per job in  Sugar Land : $ 0.122936590761158"
"748","Marina del Rey","CA",56,33550,20.006970831464,1.18322913044829,0.0591408434797878,-118.4486,33.9765,"Annual estimated Salary in  Marina del Rey : $ 33550","Daily estimated Click per job in  Marina del Rey :  20.006970831464 clicks","Daily estimated Local Click ratio per job in  Marina del Rey : $ 0.0591408434797878"
"749","Beachwood","OH",87,33500,22.3210436681866,1.59310434022726,0.0713723051623188,-81.503,41.4759,"Annual estimated Salary in  Beachwood : $ 33500","Daily estimated Click per job in  Beachwood :  22.3210436681866 clicks","Daily estimated Local Click ratio per job in  Beachwood : $ 0.0713723051623188"
"750","Douglasville","GA",91,33500,19.7422468268858,3.97253473005813,0.201219991062424,-84.7071,33.7382,"Annual estimated Salary in  Douglasville : $ 33500","Daily estimated Click per job in  Douglasville :  19.7422468268858 clicks","Daily estimated Local Click ratio per job in  Douglasville : $ 0.201219991062424"
"751","Fayetteville","AR",199,33500,22.9094700483142,5.20395088516316,0.227152826939622,-94.166,36.0713,"Annual estimated Salary in  Fayetteville : $ 33500","Daily estimated Click per job in  Fayetteville :  22.9094700483142 clicks","Daily estimated Local Click ratio per job in  Fayetteville : $ 0.227152826939622"
"752","Lorain","OH",51,33500,15.0390940005783,3.91702147699704,0.260455947469072,-82.184,41.4409,"Annual estimated Salary in  Lorain : $ 33500","Daily estimated Click per job in  Lorain :  15.0390940005783 clicks","Daily estimated Local Click ratio per job in  Lorain : $ 0.260455947469072"
"753","Lufkin","TX",65,33500,22.7829785990079,7.40061121417382,0.324830714386752,-94.729,31.3206,"Annual estimated Salary in  Lufkin : $ 33500","Daily estimated Click per job in  Lufkin :  22.7829785990079 clicks","Daily estimated Local Click ratio per job in  Lufkin : $ 0.324830714386752"
"754","Newnan","GA",97,33500,27.2691135930481,6.87224267635743,0.252015623936871,-84.7758,33.3763,"Annual estimated Salary in  Newnan : $ 33500","Daily estimated Click per job in  Newnan :  27.2691135930481 clicks","Daily estimated Local Click ratio per job in  Newnan : $ 0.252015623936871"
"755","Chico","CA",122,33450,24.6442012023414,8.91771007884615,0.361858353842643,-121.816,39.7568,"Annual estimated Salary in  Chico : $ 33450","Daily estimated Click per job in  Chico :  24.6442012023414 clicks","Daily estimated Local Click ratio per job in  Chico : $ 0.361858353842643"
"756","Denton","TX",220,33450,27.3602585139421,7.08842637390352,0.259077463405231,-97.1411,33.2165,"Annual estimated Salary in  Denton : $ 33450","Daily estimated Click per job in  Denton :  27.3602585139421 clicks","Daily estimated Local Click ratio per job in  Denton : $ 0.259077463405231"
"757","Evansville","IN",316,33450,18.9373622208031,6.16858307607962,0.325736129676143,NA,NA,"Annual estimated Salary in  Evansville : $ 33450","Daily estimated Click per job in  Evansville :  18.9373622208031 clicks","Daily estimated Local Click ratio per job in  Evansville : $ 0.325736129676143"
"758","Monroe","MI",68,33450,19.361370091817,4.09893788410789,0.211707015808777,-83.3852,41.9157,"Annual estimated Salary in  Monroe : $ 33450","Daily estimated Click per job in  Monroe :  19.361370091817 clicks","Daily estimated Local Click ratio per job in  Monroe : $ 0.211707015808777"
"759","Covina","CA",57,33400,25.9029675518576,2.55511047431387,0.0986416119774135,-117.8817,34.0903,"Annual estimated Salary in  Covina : $ 33400","Daily estimated Click per job in  Covina :  25.9029675518576 clicks","Daily estimated Local Click ratio per job in  Covina : $ 0.0986416119774135"
"760","Grapevine","TX",155,33400,20.6752891441996,1.51843287001979,0.0734419170358146,-97.0744,32.9343,"Annual estimated Salary in  Grapevine : $ 33400","Daily estimated Click per job in  Grapevine :  20.6752891441996 clicks","Daily estimated Local Click ratio per job in  Grapevine : $ 0.0734419170358146"
"761","Oxford","MS",63,33400,23.4081573937891,5.35605835106326,0.228811617290492,-89.5289,34.3613,"Annual estimated Salary in  Oxford : $ 33400","Daily estimated Click per job in  Oxford :  23.4081573937891 clicks","Daily estimated Local Click ratio per job in  Oxford : $ 0.228811617290492"
"762","Palm Bay","FL",57,33400,34.3567622355435,8.81234808318688,0.256495301354973,-80.6628,27.9861,"Annual estimated Salary in  Palm Bay : $ 33400","Daily estimated Click per job in  Palm Bay :  34.3567622355435 clicks","Daily estimated Local Click ratio per job in  Palm Bay : $ 0.256495301354973"
"763","Springfield","MO",426,33400,25.8988538575758,8.39850670487317,0.324281018421072,-93.2916,37.1943,"Annual estimated Salary in  Springfield : $ 33400","Daily estimated Click per job in  Springfield :  25.8988538575758 clicks","Daily estimated Local Click ratio per job in  Springfield : $ 0.324281018421072"
"764","Valdosta","GA",101,33400,26.5158568673143,8.0610173440184,0.304007424099316,-83.2789,30.8503,"Annual estimated Salary in  Valdosta : $ 33400","Daily estimated Click per job in  Valdosta :  26.5158568673143 clicks","Daily estimated Local Click ratio per job in  Valdosta : $ 0.304007424099316"
"765","Nampa","ID",100,33350,21.6284694777506,2.70460752196886,0.125048493364318,-116.5641,43.5833,"Annual estimated Salary in  Nampa : $ 33350","Daily estimated Click per job in  Nampa :  21.6284694777506 clicks","Daily estimated Local Click ratio per job in  Nampa : $ 0.125048493364318"
"766","Sheboygan","WI",72,33350,17.7419788367345,6.19596926277831,0.349226505103795,-87.7317,43.7448,"Annual estimated Salary in  Sheboygan : $ 33350","Daily estimated Click per job in  Sheboygan :  17.7419788367345 clicks","Daily estimated Local Click ratio per job in  Sheboygan : $ 0.349226505103795"
"767","Bloomingdale","IL",68,33250,18.4348642659854,1.39438947071796,0.0756387164342068,-88.0892,41.9497,"Annual estimated Salary in  Bloomingdale : $ 33250","Daily estimated Click per job in  Bloomingdale :  18.4348642659854 clicks","Daily estimated Local Click ratio per job in  Bloomingdale : $ 0.0756387164342068"
"768","Dothan","AL",118,33250,25.8195102178642,6.47562842414031,0.250803689516152,NA,NA,"Annual estimated Salary in  Dothan : $ 33250","Daily estimated Click per job in  Dothan :  25.8195102178642 clicks","Daily estimated Local Click ratio per job in  Dothan : $ 0.250803689516152"
"769","Gallatin","TN",64,33250,14.9236544880903,3.39969469746664,0.227805776405487,-86.4697,36.3783,"Annual estimated Salary in  Gallatin : $ 33250","Daily estimated Click per job in  Gallatin :  14.9236544880903 clicks","Daily estimated Local Click ratio per job in  Gallatin : $ 0.227805776405487"
"770","Lakewood","WA",66,33250,18.8575428834171,1.60517815852158,0.0851212784425449,-122.5299,47.1627,"Annual estimated Salary in  Lakewood : $ 33250","Daily estimated Click per job in  Lakewood :  18.8575428834171 clicks","Daily estimated Local Click ratio per job in  Lakewood : $ 0.0851212784425449"
"771","Amarillo","TX",233,33200,30.595107848875,13.5352633079725,0.44239959456362,-101.8297,35.1999,"Annual estimated Salary in  Amarillo : $ 33200","Daily estimated Click per job in  Amarillo :  30.595107848875 clicks","Daily estimated Local Click ratio per job in  Amarillo : $ 0.44239959456362"
"772","Auburn","WA",141,33200,18.8569251587959,2.89434510634929,0.153489770043406,-122.2108,47.3039,"Annual estimated Salary in  Auburn : $ 33200","Daily estimated Click per job in  Auburn :  18.8569251587959 clicks","Daily estimated Local Click ratio per job in  Auburn : $ 0.153489770043406"
"773","Brighton","CO",69,33200,13.9836149324045,1.33576739144825,0.0955237539009212,-104.7958,39.9719,"Annual estimated Salary in  Brighton : $ 33200","Daily estimated Click per job in  Brighton :  13.9836149324045 clicks","Daily estimated Local Click ratio per job in  Brighton : $ 0.0955237539009212"
"774","Doral","FL",71,33200,29.0814864124113,1.20106755912292,0.0413000746279026,-80.3565,25.815,"Annual estimated Salary in  Doral : $ 33200","Daily estimated Click per job in  Doral :  29.0814864124113 clicks","Daily estimated Local Click ratio per job in  Doral : $ 0.0413000746279026"
"775","Fort Smith","AR",157,33200,28.0433544217392,7.96568950182986,0.284049097052914,-94.3695,35.3494,"Annual estimated Salary in  Fort Smith : $ 33200","Daily estimated Click per job in  Fort Smith :  28.0433544217392 clicks","Daily estimated Local Click ratio per job in  Fort Smith : $ 0.284049097052914"
"776","Huntington","NY",57,33200,19.6433211731192,1.66210615129478,0.0846143142825196,-73.4076,40.8781,"Annual estimated Salary in  Huntington : $ 33200","Daily estimated Click per job in  Huntington :  19.6433211731192 clicks","Daily estimated Local Click ratio per job in  Huntington : $ 0.0846143142825196"
"777","Lakeland","FL",281,33200,33.3248038603752,9.11748586004431,0.273594584329585,-81.9542,28.0556,"Annual estimated Salary in  Lakeland : $ 33200","Daily estimated Click per job in  Lakeland :  33.3248038603752 clicks","Daily estimated Local Click ratio per job in  Lakeland : $ 0.273594584329585"
"778","Romulus","MI",52,33200,28.6572929390081,1.50197697762238,0.0524116838537076,-83.366,42.2237,"Annual estimated Salary in  Romulus : $ 33200","Daily estimated Click per job in  Romulus :  28.6572929390081 clicks","Daily estimated Local Click ratio per job in  Romulus : $ 0.0524116838537076"
"779","Township of Brick","NJ",59,33200,15.0400585508961,1.00408356741451,0.0667606155931278,NA,NA,"Annual estimated Salary in  Township of Brick : $ 33200","Daily estimated Click per job in  Township of Brick :  15.0400585508961 clicks","Daily estimated Local Click ratio per job in  Township of Brick : $ 0.0667606155931278"
"780","Vallejo","CA",79,33200,20.7514770240026,4.86939872773223,0.234653115154162,-122.2359,38.1134,"Annual estimated Salary in  Vallejo : $ 33200","Daily estimated Click per job in  Vallejo :  20.7514770240026 clicks","Daily estimated Local Click ratio per job in  Vallejo : $ 0.234653115154162"
"781","Wheaton","IL",67,33200,16.3180845753843,2.05135748642364,0.125710678661275,-88.1083,41.856,"Annual estimated Salary in  Wheaton : $ 33200","Daily estimated Click per job in  Wheaton :  16.3180845753843 clicks","Daily estimated Local Click ratio per job in  Wheaton : $ 0.125710678661275"
"782","Williamsburg","VA",154,33200,20.4777718230725,5.06997485156902,0.247584302402306,-76.7075,37.2691,"Annual estimated Salary in  Williamsburg : $ 33200","Daily estimated Click per job in  Williamsburg :  20.4777718230725 clicks","Daily estimated Local Click ratio per job in  Williamsburg : $ 0.247584302402306"
"783","Chicopee","MA",56,33150,27.8717879197032,3.41747283548367,0.122614051360077,-72.5719,42.1764,"Annual estimated Salary in  Chicopee : $ 33150","Daily estimated Click per job in  Chicopee :  27.8717879197032 clicks","Daily estimated Local Click ratio per job in  Chicopee : $ 0.122614051360077"
"784","Lodi","CA",64,33150,24.0939739417215,4.94058969286202,0.205054994448501,-121.2933,38.1218,"Annual estimated Salary in  Lodi : $ 33150","Daily estimated Click per job in  Lodi :  24.0939739417215 clicks","Daily estimated Local Click ratio per job in  Lodi : $ 0.205054994448501"
"785","Niles","IL",70,33150,17.6583730107585,1.29164157643016,0.0731461259564073,-87.8099,42.0278,"Annual estimated Salary in  Niles : $ 33150","Daily estimated Click per job in  Niles :  17.6583730107585 clicks","Daily estimated Local Click ratio per job in  Niles : $ 0.0731461259564073"
"786","Southaven","MS",80,33150,51.4138766880753,4.22805332467454,0.0822356452583,-89.9787,34.9514,"Annual estimated Salary in  Southaven : $ 33150","Daily estimated Click per job in  Southaven :  51.4138766880753 clicks","Daily estimated Local Click ratio per job in  Southaven : $ 0.0822356452583"
"787","Cerritos","CA",87,33100,26.4537449695535,2.40130440568082,0.0907737036266343,-118.0686,33.8677,"Annual estimated Salary in  Cerritos : $ 33100","Daily estimated Click per job in  Cerritos :  26.4537449695535 clicks","Daily estimated Local Click ratio per job in  Cerritos : $ 0.0907737036266343"
"788","Elizabeth","NJ",102,33100,34.9780406749011,5.29366912941272,0.151342643191883,-74.1918,40.6655,"Annual estimated Salary in  Elizabeth : $ 33100","Daily estimated Click per job in  Elizabeth :  34.9780406749011 clicks","Daily estimated Local Click ratio per job in  Elizabeth : $ 0.151342643191883"
"789","Lancaster","PA",312,33100,24.9715643282815,6.61164822793117,0.264767082310625,-76.3012,40.0421,"Annual estimated Salary in  Lancaster : $ 33100","Daily estimated Click per job in  Lancaster :  24.9715643282815 clicks","Daily estimated Local Click ratio per job in  Lancaster : $ 0.264767082310625"
"790","Marion","IL",53,33100,26.2571932374593,4.30678855402708,0.164023188429862,-88.9274,37.717,"Annual estimated Salary in  Marion : $ 33100","Daily estimated Click per job in  Marion :  26.2571932374593 clicks","Daily estimated Local Click ratio per job in  Marion : $ 0.164023188429862"
"791","Muncie","IN",140,33100,18.2097254905804,5.97236983607285,0.327976928546357,-85.395,40.1989,"Annual estimated Salary in  Muncie : $ 33100","Daily estimated Click per job in  Muncie :  18.2097254905804 clicks","Daily estimated Local Click ratio per job in  Muncie : $ 0.327976928546357"
"792","North Haven","CT",53,33100,28.6271623997232,1.36928823472033,0.0478317835208691,-72.8573,41.3818,"Annual estimated Salary in  North Haven : $ 33100","Daily estimated Click per job in  North Haven :  28.6271623997232 clicks","Daily estimated Local Click ratio per job in  North Haven : $ 0.0478317835208691"
"793","Oldsmar","FL",56,33100,21.0812550710649,1.28181527791239,0.0608035562205093,-82.6696,28.0506,"Annual estimated Salary in  Oldsmar : $ 33100","Daily estimated Click per job in  Oldsmar :  21.0812550710649 clicks","Daily estimated Local Click ratio per job in  Oldsmar : $ 0.0608035562205093"
"794","Pensacola","FL",335,33100,28.4376351165182,9.08040411670821,0.319309396843403,-87.1886,30.4427,"Annual estimated Salary in  Pensacola : $ 33100","Daily estimated Click per job in  Pensacola :  28.4376351165182 clicks","Daily estimated Local Click ratio per job in  Pensacola : $ 0.319309396843403"
"795","Tucker","GA",76,33100,27.0490406151133,1.73399405534985,0.0641055658876494,-84.2229,33.8534,"Annual estimated Salary in  Tucker : $ 33100","Daily estimated Click per job in  Tucker :  27.0490406151133 clicks","Daily estimated Local Click ratio per job in  Tucker : $ 0.0641055658876494"
"796","Austell","GA",72,33050,28.0468461545658,1.40143319727135,0.0499675860005101,-84.6453,33.8202,"Annual estimated Salary in  Austell : $ 33050","Daily estimated Click per job in  Austell :  28.0468461545658 clicks","Daily estimated Local Click ratio per job in  Austell : $ 0.0499675860005101"
"797","Frisco","TX",254,33050,23.2148292081892,3.44349120419344,0.148331532974566,-96.8219,33.1551,"Annual estimated Salary in  Frisco : $ 33050","Daily estimated Click per job in  Frisco :  23.2148292081892 clicks","Daily estimated Local Click ratio per job in  Frisco : $ 0.148331532974566"
"798","Moline","IL",66,33050,28.4312958464628,4.00131195744474,0.140736179562584,-90.4917,41.4825,"Annual estimated Salary in  Moline : $ 33050","Daily estimated Click per job in  Moline :  28.4312958464628 clicks","Daily estimated Local Click ratio per job in  Moline : $ 0.140736179562584"
"799","Broken Arrow","OK",63,33000,27.2431353025536,4.93372695591375,0.18109982206972,-95.7808,36.0367,"Annual estimated Salary in  Broken Arrow : $ 33000","Daily estimated Click per job in  Broken Arrow :  27.2431353025536 clicks","Daily estimated Local Click ratio per job in  Broken Arrow : $ 0.18109982206972"
"800","Chillicothe","OH",54,33000,16.8853896661214,5.76910324567902,0.341662428866185,-82.9937,39.3393,"Annual estimated Salary in  Chillicothe : $ 33000","Daily estimated Click per job in  Chillicothe :  16.8853896661214 clicks","Daily estimated Local Click ratio per job in  Chillicothe : $ 0.341662428866185"
"801","Fairfield","OH",74,33000,20.2526698578595,1.85719415411289,0.0917012012316075,-84.5405,39.3301,"Annual estimated Salary in  Fairfield : $ 33000","Daily estimated Click per job in  Fairfield :  20.2526698578595 clicks","Daily estimated Local Click ratio per job in  Fairfield : $ 0.0917012012316075"
"802","McAllen","TX",143,33000,25.7777862958213,4.07217849171086,0.157972389288175,-98.2457,26.2203,"Annual estimated Salary in  McAllen : $ 33000","Daily estimated Click per job in  McAllen :  25.7777862958213 clicks","Daily estimated Local Click ratio per job in  McAllen : $ 0.157972389288175"
"803","Pleasant Hill","CA",80,33000,17.6286227206598,1.25291008908467,0.0710724886985261,-122.0759,37.954,"Annual estimated Salary in  Pleasant Hill : $ 33000","Daily estimated Click per job in  Pleasant Hill :  17.6286227206598 clicks","Daily estimated Local Click ratio per job in  Pleasant Hill : $ 0.0710724886985261"
"804","Sherman Oaks","CA",84,33000,25.115184803232,2.01649207779281,0.0802897567185458,NA,NA,"Annual estimated Salary in  Sherman Oaks : $ 33000","Daily estimated Click per job in  Sherman Oaks :  25.115184803232 clicks","Daily estimated Local Click ratio per job in  Sherman Oaks : $ 0.0802897567185458"
"805","Simi Valley","CA",127,33000,18.6696576652264,5.85088520886363,0.313390063908956,-118.749,34.2663,"Annual estimated Salary in  Simi Valley : $ 33000","Daily estimated Click per job in  Simi Valley :  18.6696576652264 clicks","Daily estimated Local Click ratio per job in  Simi Valley : $ 0.313390063908956"
"806","Brownsville","TX",86,32950,19.6843810019135,5.45808681158248,0.277280083689292,-97.4566,25.9981,"Annual estimated Salary in  Brownsville : $ 32950","Daily estimated Click per job in  Brownsville :  19.6843810019135 clicks","Daily estimated Local Click ratio per job in  Brownsville : $ 0.277280083689292"
"807","Kingwood","TX",66,32950,29.4572882492029,1.12135379925408,0.038067108885504,-95.261,30.0336,"Annual estimated Salary in  Kingwood : $ 32950","Daily estimated Click per job in  Kingwood :  29.4572882492029 clicks","Daily estimated Local Click ratio per job in  Kingwood : $ 0.038067108885504"
"808","Medford","OR",182,32950,18.0493253821186,4.68941544703603,0.259811120236206,-122.8537,42.3372,"Annual estimated Salary in  Medford : $ 32950","Daily estimated Click per job in  Medford :  18.0493253821186 clicks","Daily estimated Local Click ratio per job in  Medford : $ 0.259811120236206"
"809","Middletown","OH",56,32950,13.6989285252198,2.81636774679609,0.205590367276619,-84.3659,39.5032,"Annual estimated Salary in  Middletown : $ 32950","Daily estimated Click per job in  Middletown :  13.6989285252198 clicks","Daily estimated Local Click ratio per job in  Middletown : $ 0.205590367276619"
"810","Provo","UT",140,32950,22.6566559744556,4.6997052073586,0.207431547385338,-111.6457,40.2458,"Annual estimated Salary in  Provo : $ 32950","Daily estimated Click per job in  Provo :  22.6566559744556 clicks","Daily estimated Local Click ratio per job in  Provo : $ 0.207431547385338"
"811","Beaverton","OR",269,32900,20.4328638903322,3.53669973643597,0.173088792418833,-122.8168,45.4779,"Annual estimated Salary in  Beaverton : $ 32900","Daily estimated Click per job in  Beaverton :  20.4328638903322 clicks","Daily estimated Local Click ratio per job in  Beaverton : $ 0.173088792418833"
"812","Brookline","MA",63,32900,22.2190984440975,2.06290221870413,0.0928436508751391,-71.1408,42.3243,"Annual estimated Salary in  Brookline : $ 32900","Daily estimated Click per job in  Brookline :  22.2190984440975 clicks","Daily estimated Local Click ratio per job in  Brookline : $ 0.0928436508751391"
"813","Chandler","AZ",417,32900,22.6183888078467,3.55185281504316,0.157033856178604,-111.8517,33.2828,"Annual estimated Salary in  Chandler : $ 32900","Daily estimated Click per job in  Chandler :  22.6183888078467 clicks","Daily estimated Local Click ratio per job in  Chandler : $ 0.157033856178604"
"814","Dalton","GA",93,32900,24.8453066239009,7.46004271694002,0.300259635748007,-84.9711,34.7688,"Annual estimated Salary in  Dalton : $ 32900","Daily estimated Click per job in  Dalton :  24.8453066239009 clicks","Daily estimated Local Click ratio per job in  Dalton : $ 0.300259635748007"
"815","Elmhurst","IL",81,32900,20.6654720218345,2.07904041649,0.100604545315653,-87.9432,41.8973,"Annual estimated Salary in  Elmhurst : $ 32900","Daily estimated Click per job in  Elmhurst :  20.6654720218345 clicks","Daily estimated Local Click ratio per job in  Elmhurst : $ 0.100604545315653"
"816","Exton","PA",111,32900,19.8413438408888,1.40720941853915,0.0709230901809778,-75.6303,40.0307,"Annual estimated Salary in  Exton : $ 32900","Daily estimated Click per job in  Exton :  19.8413438408888 clicks","Daily estimated Local Click ratio per job in  Exton : $ 0.0709230901809778"
"817","Libertyville","IL",71,32900,25.8148082468719,1.99362255141393,0.0772278659732254,-87.9671,42.287,"Annual estimated Salary in  Libertyville : $ 32900","Daily estimated Click per job in  Libertyville :  25.8148082468719 clicks","Daily estimated Local Click ratio per job in  Libertyville : $ 0.0772278659732254"
"818","Pompano Beach","FL",169,32900,23.1007018707314,4.78687237245516,0.207217616124474,-80.1312,26.2428,"Annual estimated Salary in  Pompano Beach : $ 32900","Daily estimated Click per job in  Pompano Beach :  23.1007018707314 clicks","Daily estimated Local Click ratio per job in  Pompano Beach : $ 0.207217616124474"
"819","Texarkana","TX",115,32900,19.8241111505252,6.69884857870981,0.337914195892326,-94.0814,33.4487,"Annual estimated Salary in  Texarkana : $ 32900","Daily estimated Click per job in  Texarkana :  19.8241111505252 clicks","Daily estimated Local Click ratio per job in  Texarkana : $ 0.337914195892326"
"820","Canton","MA",52,32800,29.9396202689488,1.55516179425529,0.0519432704985974,NA,NA,"Annual estimated Salary in  Canton : $ 32800","Daily estimated Click per job in  Canton :  29.9396202689488 clicks","Daily estimated Local Click ratio per job in  Canton : $ 0.0519432704985974"
"821","Canton","OH",197,32800,28.7467131772099,7.34455128590816,0.255491862343791,-81.3678,40.8082,"Annual estimated Salary in  Canton : $ 32800","Daily estimated Click per job in  Canton :  28.7467131772099 clicks","Daily estimated Local Click ratio per job in  Canton : $ 0.255491862343791"
"822","Cape Girardeau","MO",63,32800,23.0662306974288,5.23602578006648,0.226999627669992,-89.5595,37.3107,"Annual estimated Salary in  Cape Girardeau : $ 32800","Daily estimated Click per job in  Cape Girardeau :  23.0662306974288 clicks","Daily estimated Local Click ratio per job in  Cape Girardeau : $ 0.226999627669992"
"823","Cheyenne","WY",135,32800,18.9228898034591,6.9260078247293,0.36601216287077,-104.7943,41.1418,"Annual estimated Salary in  Cheyenne : $ 32800","Daily estimated Click per job in  Cheyenne :  18.9228898034591 clicks","Daily estimated Local Click ratio per job in  Cheyenne : $ 0.36601216287077"
"824","Clarksville","TN",164,32800,27.6253652515033,11.0481138421628,0.399926435056333,-87.3428,36.5696,"Annual estimated Salary in  Clarksville : $ 32800","Daily estimated Click per job in  Clarksville :  27.6253652515033 clicks","Daily estimated Local Click ratio per job in  Clarksville : $ 0.399926435056333"
"825","Edinburg","TX",71,32800,26.57374435283,3.41597412547847,0.128546962751024,-98.1622,26.3183,"Annual estimated Salary in  Edinburg : $ 32800","Daily estimated Click per job in  Edinburg :  26.57374435283 clicks","Daily estimated Local Click ratio per job in  Edinburg : $ 0.128546962751024"
"826","Fontana","CA",123,32800,24.0204151443899,5.20213559368113,0.216571427363366,-117.4599,34.0967,"Annual estimated Salary in  Fontana : $ 32800","Daily estimated Click per job in  Fontana :  24.0204151443899 clicks","Daily estimated Local Click ratio per job in  Fontana : $ 0.216571427363366"
"827","Longview","TX",140,32800,31.9468785327915,7.02749256712825,0.21997431016351,-94.7622,32.5192,"Annual estimated Salary in  Longview : $ 32800","Daily estimated Click per job in  Longview :  31.9468785327915 clicks","Daily estimated Local Click ratio per job in  Longview : $ 0.21997431016351"
"828","Normal","IL",83,32800,24.5056230417088,3.52101478878244,0.143681912628364,-88.9877,40.522,"Annual estimated Salary in  Normal : $ 32800","Daily estimated Click per job in  Normal :  24.5056230417088 clicks","Daily estimated Local Click ratio per job in  Normal : $ 0.143681912628364"
"829","Prescott","AZ",67,32800,25.8345931875233,5.14598175292501,0.199189579474789,-112.4476,34.5799,"Annual estimated Salary in  Prescott : $ 32800","Daily estimated Click per job in  Prescott :  25.8345931875233 clicks","Daily estimated Local Click ratio per job in  Prescott : $ 0.199189579474789"
"830","Tracy","CA",105,32800,27.8959649119025,6.37506377110469,0.228529960918635,-121.4447,37.7254,"Annual estimated Salary in  Tracy : $ 32800","Daily estimated Click per job in  Tracy :  27.8959649119025 clicks","Daily estimated Local Click ratio per job in  Tracy : $ 0.228529960918635"
"831","Waldorf","MD",87,32800,15.8602042819084,4.30086303810041,0.271173243525392,-76.9195,38.6085,"Annual estimated Salary in  Waldorf : $ 32800","Daily estimated Click per job in  Waldorf :  15.8602042819084 clicks","Daily estimated Local Click ratio per job in  Waldorf : $ 0.271173243525392"
"832","West Hartford","CT",72,32800,23.9034286744284,2.44459472803448,0.102269626727218,-72.7536,41.7669,"Annual estimated Salary in  West Hartford : $ 32800","Daily estimated Click per job in  West Hartford :  23.9034286744284 clicks","Daily estimated Local Click ratio per job in  West Hartford : $ 0.102269626727218"
"833","Westminster","CO",159,32800,17.8282082818337,1.39071629068141,0.078006509049959,-105.0627,39.8837,"Annual estimated Salary in  Westminster : $ 32800","Daily estimated Click per job in  Westminster :  17.8282082818337 clicks","Daily estimated Local Click ratio per job in  Westminster : $ 0.078006509049959"
"834","Winter Park","FL",108,32800,28.9627237710505,2.5647069128604,0.0885519930077826,-81.3436,28.5986,"Annual estimated Salary in  Winter Park : $ 32800","Daily estimated Click per job in  Winter Park :  28.9627237710505 clicks","Daily estimated Local Click ratio per job in  Winter Park : $ 0.0885519930077826"
"835","Chesapeake","VA",234,32750,31.7835107958111,5.01007555361202,0.157631282012821,-76.3024,36.6778,"Annual estimated Salary in  Chesapeake : $ 32750","Daily estimated Click per job in  Chesapeake :  31.7835107958111 clicks","Daily estimated Local Click ratio per job in  Chesapeake : $ 0.157631282012821"
"836","Bend","OR",141,32700,20.778379315347,5.20031816671845,0.250275446789898,-121.3087,44.0562,"Annual estimated Salary in  Bend : $ 32700","Daily estimated Click per job in  Bend :  20.778379315347 clicks","Daily estimated Local Click ratio per job in  Bend : $ 0.250275446789898"
"837","Bradenton","FL",225,32700,21.0276026513919,5.4619055533425,0.259749323015715,-82.5746,27.49,"Annual estimated Salary in  Bradenton : $ 32700","Daily estimated Click per job in  Bradenton :  21.0276026513919 clicks","Daily estimated Local Click ratio per job in  Bradenton : $ 0.259749323015715"
"838","Dubuque","IA",105,32700,15.6328469686696,3.83851034960093,0.245541350036487,-90.7064,42.5007,"Annual estimated Salary in  Dubuque : $ 32700","Daily estimated Click per job in  Dubuque :  15.6328469686696 clicks","Daily estimated Local Click ratio per job in  Dubuque : $ 0.245541350036487"
"839","Hickory","NC",156,32700,22.5779451168832,4.08797324415496,0.181060465112836,-81.323,35.7425,"Annual estimated Salary in  Hickory : $ 32700","Daily estimated Click per job in  Hickory :  22.5779451168832 clicks","Daily estimated Local Click ratio per job in  Hickory : $ 0.181060465112836"
"840","Huntersville","NC",68,32700,20.5696143680796,2.35331574419427,0.114407382758045,-80.8741,35.4055,"Annual estimated Salary in  Huntersville : $ 32700","Daily estimated Click per job in  Huntersville :  20.5696143680796 clicks","Daily estimated Local Click ratio per job in  Huntersville : $ 0.114407382758045"
"841","Joliet","IL",222,32700,25.4711411091678,3.84239204042383,0.150852764073489,-88.1503,41.5201,"Annual estimated Salary in  Joliet : $ 32700","Daily estimated Click per job in  Joliet :  25.4711411091678 clicks","Daily estimated Local Click ratio per job in  Joliet : $ 0.150852764073489"
"842","Kearney","NE",69,32700,20.5752423193521,7.28816369551177,0.354220066154791,-99.0839,40.7008,"Annual estimated Salary in  Kearney : $ 32700","Daily estimated Click per job in  Kearney :  20.5752423193521 clicks","Daily estimated Local Click ratio per job in  Kearney : $ 0.354220066154791"
"843","Leominster","MA",86,32700,15.9308594128051,2.83865594635286,0.178185989393088,-71.7717,42.5209,"Annual estimated Salary in  Leominster : $ 32700","Daily estimated Click per job in  Leominster :  15.9308594128051 clicks","Daily estimated Local Click ratio per job in  Leominster : $ 0.178185989393088"
"844","Palm Coast","FL",59,32700,26.0697266864035,10.0360867039887,0.384970921433669,-81.2468,29.5403,"Annual estimated Salary in  Palm Coast : $ 32700","Daily estimated Click per job in  Palm Coast :  26.0697266864035 clicks","Daily estimated Local Click ratio per job in  Palm Coast : $ 0.384970921433669"
