"","city","stateProvince","normTitleCategory","n","medianSalary","cityMeanClick","cityMeanLocalClick","localRatio","lng","lat","SalaryInfo","ClickInfo","LocalClickInfo"
"871","Huntington","WV","mednurse",23,49400,10.2369040042248,2.76952237711037,0.270542966503093,-82.4344,38.4109,"Annual estimated Salary of  mednurse  in  Huntington : $ 49400","Daily estimated Click per job of  mednurse  in  Huntington :  10.2369040042248 clicks","Daily estimated Local Click ratio per job in  Huntington : $ 0.270542966503093"
"872","Phoenix","AZ","hr",39,49400,42.2300492376347,11.3169643593849,0.267983688479801,-112.0891,33.5722,"Annual estimated Salary of  hr  in  Phoenix : $ 49400","Daily estimated Click per job of  hr  in  Phoenix :  42.2300492376347 clicks","Daily estimated Local Click ratio per job in  Phoenix : $ 0.267983688479801"
"873","San Diego","CA","marketing",37,49400,29.750933171821,9.47935316399797,0.318623725489607,-117.1225,32.8312,"Annual estimated Salary of  marketing  in  San Diego : $ 49400","Daily estimated Click per job of  marketing  in  San Diego :  29.750933171821 clicks","Daily estimated Local Click ratio per job in  San Diego : $ 0.318623725489607"
"874","Tampa","FL","sales",117,49400,28.9652395603949,7.61773766705387,0.262995845457113,-82.4454,27.9937,"Annual estimated Salary of  sales  in  Tampa : $ 49400","Daily estimated Click per job of  sales  in  Tampa :  28.9652395603949 clicks","Daily estimated Local Click ratio per job in  Tampa : $ 0.262995845457113"
"875","Nashville","TN","sales",96,49350,22.2184718621084,4.2964426602879,0.193372554465147,-86.7844,36.1714,"Annual estimated Salary of  sales  in  Nashville : $ 49350","Daily estimated Click per job of  sales  in  Nashville :  22.2184718621084 clicks","Daily estimated Local Click ratio per job in  Nashville : $ 0.193372554465147"
"876","Orlando","FL","techhelp",24,49350,23.0980164030074,7.81398442637452,0.33829677362932,-81.3448,28.4801,"Annual estimated Salary of  techhelp  in  Orlando : $ 49350","Daily estimated Click per job of  techhelp  in  Orlando :  23.0980164030074 clicks","Daily estimated Local Click ratio per job in  Orlando : $ 0.33829677362932"
"877","Columbus","OH","marketing",28,49300,26.8810757281521,7.40278535751371,0.275390219959125,-82.9852,39.9859,"Annual estimated Salary of  marketing  in  Columbus : $ 49300","Daily estimated Click per job of  marketing  in  Columbus :  26.8810757281521 clicks","Daily estimated Local Click ratio per job in  Columbus : $ 0.275390219959125"
"878","Birmingham","AL","sales",49,49200,27.7038284001978,8.4782513876081,0.306031760850337,NA,NA,"Annual estimated Salary of  sales  in  Birmingham : $ 49200","Daily estimated Click per job of  sales  in  Birmingham :  27.7038284001978 clicks","Daily estimated Local Click ratio per job in  Birmingham : $ 0.306031760850337"
"879","Chicago","IL","driver",89,49200,24.0613783761048,10.4073643364427,0.432534004235526,-87.6861,41.8373,"Annual estimated Salary of  driver  in  Chicago : $ 49200","Daily estimated Click per job of  driver  in  Chicago :  24.0613783761048 clicks","Daily estimated Local Click ratio per job in  Chicago : $ 0.432534004235526"
"880","Richmond","VA","accounting",27,49200,25.4362644678326,8.22768276942201,0.323462699478807,-77.4755,37.5294,"Annual estimated Salary of  accounting  in  Richmond : $ 49200","Daily estimated Click per job of  accounting  in  Richmond :  25.4362644678326 clicks","Daily estimated Local Click ratio per job in  Richmond : $ 0.323462699478807"
"881","Los Angeles","CA","education",108,49150,22.0679952466681,5.52132318300136,0.250195956691398,-118.4068,34.114,"Annual estimated Salary of  education  in  Los Angeles : $ 49150","Daily estimated Click per job of  education  in  Los Angeles :  22.0679952466681 clicks","Daily estimated Local Click ratio per job in  Los Angeles : $ 0.250195956691398"
"882","Springfield","OR","mednurse",22,49150,13.2250384277558,1.20499286341678,0.0911145075304899,-122.981,44.0538,"Annual estimated Salary of  mednurse  in  Springfield : $ 49150","Daily estimated Click per job of  mednurse  in  Springfield :  13.2250384277558 clicks","Daily estimated Local Click ratio per job in  Springfield : $ 0.0911145075304899"
"883","Melbourne","FL","mednurse",29,49100,13.7215748383096,4.18112752566956,0.30471192810873,-80.653,28.1152,"Annual estimated Salary of  mednurse  in  Melbourne : $ 49100","Daily estimated Click per job of  mednurse  in  Melbourne :  13.7215748383096 clicks","Daily estimated Local Click ratio per job in  Melbourne : $ 0.30471192810873"
"884","Sacramento","CA","accounting",32,49100,25.2159206094709,6.61073330810775,0.262165058753588,-121.4683,38.5666,"Annual estimated Salary of  accounting  in  Sacramento : $ 49100","Daily estimated Click per job of  accounting  in  Sacramento :  25.2159206094709 clicks","Daily estimated Local Click ratio per job in  Sacramento : $ 0.262165058753588"
"885","Chicago","IL","education",179,48900,19.7217570014099,7.27516005506238,0.368890056527026,-87.6861,41.8373,"Annual estimated Salary of  education  in  Chicago : $ 48900","Daily estimated Click per job of  education  in  Chicago :  19.7217570014099 clicks","Daily estimated Local Click ratio per job in  Chicago : $ 0.368890056527026"
"886","Los Angeles","CA","marketing",87,48900,39.5609266216095,9.75840997666884,0.246667881923131,-118.4068,34.114,"Annual estimated Salary of  marketing  in  Los Angeles : $ 48900","Daily estimated Click per job of  marketing  in  Los Angeles :  39.5609266216095 clicks","Daily estimated Local Click ratio per job in  Los Angeles : $ 0.246667881923131"
"887","Miami","FL","sales",120,48900,24.0876464177225,8.91707116179867,0.370192712362215,-80.2102,25.784,"Annual estimated Salary of  sales  in  Miami : $ 48900","Daily estimated Click per job of  sales  in  Miami :  24.0876464177225 clicks","Daily estimated Local Click ratio per job in  Miami : $ 0.370192712362215"
"888","Reston","VA","admin",21,48900,25.3102373588889,1.31282357437277,0.0518692715424775,-77.346,38.9497,"Annual estimated Salary of  admin  in  Reston : $ 48900","Daily estimated Click per job of  admin  in  Reston :  25.3102373588889 clicks","Daily estimated Local Click ratio per job in  Reston : $ 0.0518692715424775"
"889","Salt Lake City","UT","accounting",39,48900,24.0639813436592,7.2108299849991,0.299652409217776,-111.9301,40.7774,"Annual estimated Salary of  accounting  in  Salt Lake City : $ 48900","Daily estimated Click per job of  accounting  in  Salt Lake City :  24.0639813436592 clicks","Daily estimated Local Click ratio per job in  Salt Lake City : $ 0.299652409217776"
"890","Washington","DC","media",37,48900,32.6514472739336,5.66483298701023,0.173494085560263,-77.0163,38.9047,"Annual estimated Salary of  media  in  Washington : $ 48900","Daily estimated Click per job of  media  in  Washington :  32.6514472739336 clicks","Daily estimated Local Click ratio per job in  Washington : $ 0.173494085560263"
"891","Tempe","AZ","mednurse",29,48800,16.7401148573273,1.70764239454474,0.102009001079063,-111.9318,33.3881,"Annual estimated Salary of  mednurse  in  Tempe : $ 48800","Daily estimated Click per job of  mednurse  in  Tempe :  16.7401148573273 clicks","Daily estimated Local Click ratio per job in  Tempe : $ 0.102009001079063"
"892","Fort Wayne","IN","sales",22,48700,21.2741151432924,8.47853457416115,0.398537589791808,-85.1436,41.0885,"Annual estimated Salary of  sales  in  Fort Wayne : $ 48700","Daily estimated Click per job of  sales  in  Fort Wayne :  21.2741151432924 clicks","Daily estimated Local Click ratio per job in  Fort Wayne : $ 0.398537589791808"
"893","Jackson","MS","driver",31,48700,15.2088925961664,2.90810058955669,0.191210541541316,-90.2124,32.3163,"Annual estimated Salary of  driver  in  Jackson : $ 48700","Daily estimated Click per job of  driver  in  Jackson :  15.2088925961664 clicks","Daily estimated Local Click ratio per job in  Jackson : $ 0.191210541541316"
"894","Jacksonville","FL","sales",93,48700,26.0131010401551,9.05996302568093,0.348284620572361,-81.6749,30.3322,"Annual estimated Salary of  sales  in  Jacksonville : $ 48700","Daily estimated Click per job of  sales  in  Jacksonville :  26.0131010401551 clicks","Daily estimated Local Click ratio per job in  Jacksonville : $ 0.348284620572361"
"895","Las Vegas","NV","education",33,48700,19.3577481383124,11.4926038999315,0.593695290269099,-115.2603,36.2288,"Annual estimated Salary of  education  in  Las Vegas : $ 48700","Daily estimated Click per job of  education  in  Las Vegas :  19.3577481383124 clicks","Daily estimated Local Click ratio per job in  Las Vegas : $ 0.593695290269099"
"896","Buffalo","NY","sales",36,48650,18.9509159854895,7.52400464322228,0.397025908878671,-78.8487,42.9016,"Annual estimated Salary of  sales  in  Buffalo : $ 48650","Daily estimated Click per job of  sales  in  Buffalo :  18.9509159854895 clicks","Daily estimated Local Click ratio per job in  Buffalo : $ 0.397025908878671"
"897","Macon","GA","driver",22,48600,20.4950589714144,6.0928687076052,0.297284760980843,-83.6324,32.8407,"Annual estimated Salary of  driver  in  Macon : $ 48600","Daily estimated Click per job of  driver  in  Macon :  20.4950589714144 clicks","Daily estimated Local Click ratio per job in  Macon : $ 0.297284760980843"
"898","Madison","WI","sales",47,48600,16.453980842958,4.00500640162672,0.243406531212827,-89.3921,43.0809,"Annual estimated Salary of  sales  in  Madison : $ 48600","Daily estimated Click per job of  sales  in  Madison :  16.453980842958 clicks","Daily estimated Local Click ratio per job in  Madison : $ 0.243406531212827"
"899","Grand Rapids","MI","management",42,48550,21.396235746369,5.42216397628596,0.253416724350969,-85.6557,42.9615,"Annual estimated Salary of  management  in  Grand Rapids : $ 48550","Daily estimated Click per job of  management  in  Grand Rapids :  21.396235746369 clicks","Daily estimated Local Click ratio per job in  Grand Rapids : $ 0.253416724350969"
"900","Rockford","IL","driver",24,48550,11.6838061021438,3.68254726983988,0.315183873957323,-89.0646,42.2594,"Annual estimated Salary of  driver  in  Rockford : $ 48550","Daily estimated Click per job of  driver  in  Rockford :  11.6838061021438 clicks","Daily estimated Local Click ratio per job in  Rockford : $ 0.315183873957323"
"901","San Jose","CA","medtech",34,48450,20.0459894383563,5.66407391248035,0.282553970703118,-121.8488,37.302,"Annual estimated Salary of  medtech  in  San Jose : $ 48450","Daily estimated Click per job of  medtech  in  San Jose :  20.0459894383563 clicks","Daily estimated Local Click ratio per job in  San Jose : $ 0.282553970703118"
"902","Lancaster","PA","sales",21,48400,17.7876567149006,4.3701205784145,0.245682759031081,-76.3012,40.0421,"Annual estimated Salary of  sales  in  Lancaster : $ 48400","Daily estimated Click per job of  sales  in  Lancaster :  17.7876567149006 clicks","Daily estimated Local Click ratio per job in  Lancaster : $ 0.245682759031081"
"903","Roanoke","VA","mednurse",49,48400,18.772401058108,4.23976395923389,0.225850915187148,-79.9581,37.2784,"Annual estimated Salary of  mednurse  in  Roanoke : $ 48400","Daily estimated Click per job of  mednurse  in  Roanoke :  18.772401058108 clicks","Daily estimated Local Click ratio per job in  Roanoke : $ 0.225850915187148"
"904","Fort Wayne","IN","driver",34,48350,14.7905745734146,5.18488132443466,0.350553070044638,-85.1436,41.0885,"Annual estimated Salary of  driver  in  Fort Wayne : $ 48350","Daily estimated Click per job of  driver  in  Fort Wayne :  14.7905745734146 clicks","Daily estimated Local Click ratio per job in  Fort Wayne : $ 0.350553070044638"
"905","Fort Lauderdale","FL","sales",35,48300,24.4268219036322,5.4928634849981,0.224870165536407,-80.1464,26.1412,"Annual estimated Salary of  sales  in  Fort Lauderdale : $ 48300","Daily estimated Click per job of  sales  in  Fort Lauderdale :  24.4268219036322 clicks","Daily estimated Local Click ratio per job in  Fort Lauderdale : $ 0.224870165536407"
"906","Houston","TX","hr",49,48200,61.6462835235158,25.0408423742639,0.406201979146265,-95.3936,29.7871,"Annual estimated Salary of  hr  in  Houston : $ 48200","Daily estimated Click per job of  hr  in  Houston :  61.6462835235158 clicks","Daily estimated Local Click ratio per job in  Houston : $ 0.406201979146265"
"907","Tyler","TX","management",23,48200,24.6013249164395,4.69100276778675,0.190680899655614,-95.3065,32.3184,"Annual estimated Salary of  management  in  Tyler : $ 48200","Daily estimated Click per job of  management  in  Tyler :  24.6013249164395 clicks","Daily estimated Local Click ratio per job in  Tyler : $ 0.190680899655614"
"908","Colorado Springs","CO","service",22,48150,24.7547019247053,10.6412107926981,0.429866246221213,-104.7605,38.8673,"Annual estimated Salary of  service  in  Colorado Springs : $ 48150","Daily estimated Click per job of  service  in  Colorado Springs :  24.7547019247053 clicks","Daily estimated Local Click ratio per job in  Colorado Springs : $ 0.429866246221213"
"909","Kansas City","MO","management",72,48150,21.0609572958773,5.84708885814525,0.277626927209516,-94.5541,39.1239,"Annual estimated Salary of  management  in  Kansas City : $ 48150","Daily estimated Click per job of  management  in  Kansas City :  21.0609572958773 clicks","Daily estimated Local Click ratio per job in  Kansas City : $ 0.277626927209516"
"910","Allentown","PA","driver",29,48000,12.0934100717928,2.91361150977415,0.240925553047275,-75.4756,40.5962,"Annual estimated Salary of  driver  in  Allentown : $ 48000","Daily estimated Click per job of  driver  in  Allentown :  12.0934100717928 clicks","Daily estimated Local Click ratio per job in  Allentown : $ 0.240925553047275"
"911","Atlanta","GA","medtech",59,48000,36.1212831785912,7.88292779780079,0.218234987910755,-84.4231,33.7627,"Annual estimated Salary of  medtech  in  Atlanta : $ 48000","Daily estimated Click per job of  medtech  in  Atlanta :  36.1212831785912 clicks","Daily estimated Local Click ratio per job in  Atlanta : $ 0.218234987910755"
"912","Bellingham","WA","mednurse",23,48000,13.4412157108132,2.98007834858099,0.221711965100268,-122.4683,48.7534,"Annual estimated Salary of  mednurse  in  Bellingham : $ 48000","Daily estimated Click per job of  mednurse  in  Bellingham :  13.4412157108132 clicks","Daily estimated Local Click ratio per job in  Bellingham : $ 0.221711965100268"
"913","Irvine","CA","marketing",26,48000,26.2558993413426,3.56805696671419,0.135895438976486,-117.7738,33.6772,"Annual estimated Salary of  marketing  in  Irvine : $ 48000","Daily estimated Click per job of  marketing  in  Irvine :  26.2558993413426 clicks","Daily estimated Local Click ratio per job in  Irvine : $ 0.135895438976486"
"914","Mobile","AL","mednurse",33,48000,29.0594921460018,6.16027229025161,0.211988298326101,NA,NA,"Annual estimated Salary of  mednurse  in  Mobile : $ 48000","Daily estimated Click per job of  mednurse  in  Mobile :  29.0594921460018 clicks","Daily estimated Local Click ratio per job in  Mobile : $ 0.211988298326101"
"915","Rochester","NY","education",22,48000,14.9950629749743,5.42591999760295,0.361847096384886,-77.6162,43.1681,"Annual estimated Salary of  education  in  Rochester : $ 48000","Daily estimated Click per job of  education  in  Rochester :  14.9950629749743 clicks","Daily estimated Local Click ratio per job in  Rochester : $ 0.361847096384886"
"916","Salt Lake City","UT","sales",88,48000,20.2054651122626,5.64468570560189,0.279364304372096,-111.9301,40.7774,"Annual estimated Salary of  sales  in  Salt Lake City : $ 48000","Daily estimated Click per job of  sales  in  Salt Lake City :  20.2054651122626 clicks","Daily estimated Local Click ratio per job in  Salt Lake City : $ 0.279364304372096"
"917","St. Louis","MO","service",39,48000,32.5804453183198,1.12768062577066,0.034612191906922,NA,NA,"Annual estimated Salary of  service  in  St. Louis : $ 48000","Daily estimated Click per job of  service  in  St. Louis :  32.5804453183198 clicks","Daily estimated Local Click ratio per job in  St. Louis : $ 0.034612191906922"
"918","Baton Rouge","LA","sales",38,47950,30.585687076398,9.85323492072067,0.32215182533284,-91.1314,30.4422,"Annual estimated Salary of  sales  in  Baton Rouge : $ 47950","Daily estimated Click per job of  sales  in  Baton Rouge :  30.585687076398 clicks","Daily estimated Local Click ratio per job in  Baton Rouge : $ 0.32215182533284"
"919","Seattle","WA","education",56,47950,14.9863677212755,3.98919809884455,0.266188456938853,-122.3238,47.6217,"Annual estimated Salary of  education  in  Seattle : $ 47950","Daily estimated Click per job of  education  in  Seattle :  14.9863677212755 clicks","Daily estimated Local Click ratio per job in  Seattle : $ 0.266188456938853"
"920","Tulsa","OK","sales",52,47900,25.8005709869382,6.92293161520648,0.268324744390784,-95.9037,36.1284,"Annual estimated Salary of  sales  in  Tulsa : $ 47900","Daily estimated Click per job of  sales  in  Tulsa :  25.8005709869382 clicks","Daily estimated Local Click ratio per job in  Tulsa : $ 0.268324744390784"
"921","Detroit","MI","driver",44,47850,19.5784035296663,5.26039076283814,0.268683335434746,-83.1024,42.3834,"Annual estimated Salary of  driver  in  Detroit : $ 47850","Daily estimated Click per job of  driver  in  Detroit :  19.5784035296663 clicks","Daily estimated Local Click ratio per job in  Detroit : $ 0.268683335434746"
"922","Evansville","IN","mednurse",24,47850,12.9417371185143,3.11324412829533,0.240558442795254,NA,NA,"Annual estimated Salary of  mednurse  in  Evansville : $ 47850","Daily estimated Click per job of  mednurse  in  Evansville :  12.9417371185143 clicks","Daily estimated Local Click ratio per job in  Evansville : $ 0.240558442795254"
"923","San Antonio","TX","education",70,47850,20.5024691235277,8.07485824220625,0.393848086957483,-98.5247,29.4722,"Annual estimated Salary of  education  in  San Antonio : $ 47850","Daily estimated Click per job of  education  in  San Antonio :  20.5024691235277 clicks","Daily estimated Local Click ratio per job in  San Antonio : $ 0.393848086957483"
"924","Montgomery","AL","driver",26,47800,14.5924642061104,4.73684028847312,0.324608662496471,NA,NA,"Annual estimated Salary of  driver  in  Montgomery : $ 47800","Daily estimated Click per job of  driver  in  Montgomery :  14.5924642061104 clicks","Daily estimated Local Click ratio per job in  Montgomery : $ 0.324608662496471"
"925","Vancouver","WA","mednurse",35,47800,12.9077019303688,4.24086739503433,0.32855324812363,-122.5972,45.6352,"Annual estimated Salary of  mednurse  in  Vancouver : $ 47800","Daily estimated Click per job of  mednurse  in  Vancouver :  12.9077019303688 clicks","Daily estimated Local Click ratio per job in  Vancouver : $ 0.32855324812363"
"926","Bethlehem","PA","mednurse",22,47750,12.3192106521362,2.13939258146457,0.173663121921987,-75.3679,40.6266,"Annual estimated Salary of  mednurse  in  Bethlehem : $ 47750","Daily estimated Click per job of  mednurse  in  Bethlehem :  12.3192106521362 clicks","Daily estimated Local Click ratio per job in  Bethlehem : $ 0.173663121921987"
"927","Columbia","MD","management",21,47700,15.7384659886275,2.0646256792766,0.131183412714332,-76.859,39.2004,"Annual estimated Salary of  management  in  Columbia : $ 47700","Daily estimated Click per job of  management  in  Columbia :  15.7384659886275 clicks","Daily estimated Local Click ratio per job in  Columbia : $ 0.131183412714332"
"928","Memphis","TN","accounting",29,47700,38.3886644789132,11.4369920374232,0.297926280913095,-89.9773,35.1047,"Annual estimated Salary of  accounting  in  Memphis : $ 47700","Daily estimated Click per job of  accounting  in  Memphis :  38.3886644789132 clicks","Daily estimated Local Click ratio per job in  Memphis : $ 0.297926280913095"
"929","San Diego","CA","education",103,47700,18.2572329681763,6.01492503107935,0.329454361543384,-117.1225,32.8312,"Annual estimated Salary of  education  in  San Diego : $ 47700","Daily estimated Click per job of  education  in  San Diego :  18.2572329681763 clicks","Daily estimated Local Click ratio per job in  San Diego : $ 0.329454361543384"
"930","Los Angeles","CA","media",36,47650,35.7451455180648,8.07973776445381,0.226037344298136,-118.4068,34.114,"Annual estimated Salary of  media  in  Los Angeles : $ 47650","Daily estimated Click per job of  media  in  Los Angeles :  35.7451455180648 clicks","Daily estimated Local Click ratio per job in  Los Angeles : $ 0.226037344298136"
"931","Austin","TX","marketing",52,47600,39.0086673147274,14.3728733972003,0.368453330672333,-97.7545,30.3038,"Annual estimated Salary of  marketing  in  Austin : $ 47600","Daily estimated Click per job of  marketing  in  Austin :  39.0086673147274 clicks","Daily estimated Local Click ratio per job in  Austin : $ 0.368453330672333"
"932","Miami","FL","service",33,47600,45.3449496301032,16.0403528492651,0.353740669691171,-80.2102,25.784,"Annual estimated Salary of  service  in  Miami : $ 47600","Daily estimated Click per job of  service  in  Miami :  45.3449496301032 clicks","Daily estimated Local Click ratio per job in  Miami : $ 0.353740669691171"
"933","Nashville","TN","management",124,47550,22.658764920619,4.19585192119508,0.185175667601235,-86.7844,36.1714,"Annual estimated Salary of  management  in  Nashville : $ 47550","Daily estimated Click per job of  management  in  Nashville :  22.658764920619 clicks","Daily estimated Local Click ratio per job in  Nashville : $ 0.185175667601235"
"934","Houston","TX","education",162,47500,21.0682481379208,9.27397835255389,0.440187446618385,-95.3936,29.7871,"Annual estimated Salary of  education  in  Houston : $ 47500","Daily estimated Click per job of  education  in  Houston :  21.0682481379208 clicks","Daily estimated Local Click ratio per job in  Houston : $ 0.440187446618385"
"935","Milwaukee","WI","driver",39,47500,13.3673836596946,4.78335198771034,0.357837562643849,-87.9669,43.064,"Annual estimated Salary of  driver  in  Milwaukee : $ 47500","Daily estimated Click per job of  driver  in  Milwaukee :  13.3673836596946 clicks","Daily estimated Local Click ratio per job in  Milwaukee : $ 0.357837562643849"
"936","Saint Petersburg","FL","management",39,47500,21.0785491339729,3.64139633560963,0.172753651708441,-82.6652,27.7931,"Annual estimated Salary of  management  in  Saint Petersburg : $ 47500","Daily estimated Click per job of  management  in  Saint Petersburg :  21.0785491339729 clicks","Daily estimated Local Click ratio per job in  Saint Petersburg : $ 0.172753651708441"
"937","Troy","MI","sales",24,47450,17.2359647524189,1.63377841568337,0.0947889160340782,-83.1458,42.5817,"Annual estimated Salary of  sales  in  Troy : $ 47450","Daily estimated Click per job of  sales  in  Troy :  17.2359647524189 clicks","Daily estimated Local Click ratio per job in  Troy : $ 0.0947889160340782"
"938","Houston","TX","insurance",29,47300,39.3058788457179,15.0408331688087,0.382661159361084,-95.3936,29.7871,"Annual estimated Salary of  insurance  in  Houston : $ 47300","Daily estimated Click per job of  insurance  in  Houston :  39.3058788457179 clicks","Daily estimated Local Click ratio per job in  Houston : $ 0.382661159361084"
"939","Lancaster","PA","mednurse",21,47300,16.7862516199234,5.82702514184647,0.347130811200903,-76.3012,40.0421,"Annual estimated Salary of  mednurse  in  Lancaster : $ 47300","Daily estimated Click per job of  mednurse  in  Lancaster :  16.7862516199234 clicks","Daily estimated Local Click ratio per job in  Lancaster : $ 0.347130811200903"
"940","Mesa","AZ","driver",21,47300,14.4586592334119,3.67199713454187,0.253965258829561,-111.718,33.4016,"Annual estimated Salary of  driver  in  Mesa : $ 47300","Daily estimated Click per job of  driver  in  Mesa :  14.4586592334119 clicks","Daily estimated Local Click ratio per job in  Mesa : $ 0.253965258829561"
"941","New Orleans","LA","management",53,47300,18.8435268885019,4.24216542666457,0.22512587223006,-89.9288,30.0687,"Annual estimated Salary of  management  in  New Orleans : $ 47300","Daily estimated Click per job of  management  in  New Orleans :  18.8435268885019 clicks","Daily estimated Local Click ratio per job in  New Orleans : $ 0.22512587223006"
"942","San Jose","CA","education",42,47250,14.9355615644611,4.73831623525969,0.317250624612229,-121.8488,37.302,"Annual estimated Salary of  education  in  San Jose : $ 47250","Daily estimated Click per job of  education  in  San Jose :  14.9355615644611 clicks","Daily estimated Local Click ratio per job in  San Jose : $ 0.317250624612229"
"943","Brooklyn","NY","education",75,47200,16.2495431918399,5.94977622901446,0.36615036858404,-73.9496,40.6501,"Annual estimated Salary of  education  in  Brooklyn : $ 47200","Daily estimated Click per job of  education  in  Brooklyn :  16.2495431918399 clicks","Daily estimated Local Click ratio per job in  Brooklyn : $ 0.36615036858404"
"944","Washington","DC","install",47,47200,20.8410552372131,3.68789995797745,0.176953609882117,-77.0163,38.9047,"Annual estimated Salary of  install  in  Washington : $ 47200","Daily estimated Click per job of  install  in  Washington :  20.8410552372131 clicks","Daily estimated Local Click ratio per job in  Washington : $ 0.176953609882117"
"945","Las Vegas","NV","service",22,47150,28.939743189089,11.6573328089364,0.40281396876153,-115.2603,36.2288,"Annual estimated Salary of  service  in  Las Vegas : $ 47150","Daily estimated Click per job of  service  in  Las Vegas :  28.939743189089 clicks","Daily estimated Local Click ratio per job in  Las Vegas : $ 0.40281396876153"
"946","Cincinnati","OH","education",45,47100,21.3523894597061,5.86293030729239,0.274579588310538,-84.506,39.1412,"Annual estimated Salary of  education  in  Cincinnati : $ 47100","Daily estimated Click per job of  education  in  Cincinnati :  21.3523894597061 clicks","Daily estimated Local Click ratio per job in  Cincinnati : $ 0.274579588310538"
"947","Omaha","NE","sales",67,47100,15.9773560008239,7.89597893354733,0.494198097178292,-96.0453,41.2634,"Annual estimated Salary of  sales  in  Omaha : $ 47100","Daily estimated Click per job of  sales  in  Omaha :  15.9773560008239 clicks","Daily estimated Local Click ratio per job in  Omaha : $ 0.494198097178292"
"948","Dallas","TX","insurance",28,47050,26.4369835322138,5.85890803234332,0.22161787199376,-96.7659,32.7938,"Annual estimated Salary of  insurance  in  Dallas : $ 47050","Daily estimated Click per job of  insurance  in  Dallas :  26.4369835322138 clicks","Daily estimated Local Click ratio per job in  Dallas : $ 0.22161787199376"
"949","Ann Arbor","MI","education",22,47000,16.0309396989954,3.72630302787346,0.232444454151803,-83.7312,42.2757,"Annual estimated Salary of  education  in  Ann Arbor : $ 47000","Daily estimated Click per job of  education  in  Ann Arbor :  16.0309396989954 clicks","Daily estimated Local Click ratio per job in  Ann Arbor : $ 0.232444454151803"
"950","Cincinnati","OH","management",109,47000,19.1922676430484,4.88397644516653,0.254476257626365,-84.506,39.1412,"Annual estimated Salary of  management  in  Cincinnati : $ 47000","Daily estimated Click per job of  management  in  Cincinnati :  19.1922676430484 clicks","Daily estimated Local Click ratio per job in  Cincinnati : $ 0.254476257626365"
"951","Columbus","OH","sales",102,47000,19.2271718136647,5.39159584054846,0.280415439816097,-82.9852,39.9859,"Annual estimated Salary of  sales  in  Columbus : $ 47000","Daily estimated Click per job of  sales  in  Columbus :  19.2271718136647 clicks","Daily estimated Local Click ratio per job in  Columbus : $ 0.280415439816097"
"952","Grapevine","TX","mednurse",22,47000,13.7808880580204,1.26992870015943,0.0921514415335765,-97.0744,32.9343,"Annual estimated Salary of  mednurse  in  Grapevine : $ 47000","Daily estimated Click per job of  mednurse  in  Grapevine :  13.7808880580204 clicks","Daily estimated Local Click ratio per job in  Grapevine : $ 0.0921514415335765"
"953","Buffalo","NY","driver",26,46950,22.7202073108069,9.19852660518332,0.404861033147704,-78.8487,42.9016,"Annual estimated Salary of  driver  in  Buffalo : $ 46950","Daily estimated Click per job of  driver  in  Buffalo :  22.7202073108069 clicks","Daily estimated Local Click ratio per job in  Buffalo : $ 0.404861033147704"
"954","Madison","WI","driver",27,46900,13.102092345242,4.28935477578864,0.327379372909574,-89.3921,43.0809,"Annual estimated Salary of  driver  in  Madison : $ 46900","Daily estimated Click per job of  driver  in  Madison :  13.102092345242 clicks","Daily estimated Local Click ratio per job in  Madison : $ 0.327379372909574"
"955","Dayton","OH","driver",28,46750,14.1745204805529,3.91023233146296,0.275863464787235,-84.1999,39.7798,"Annual estimated Salary of  driver  in  Dayton : $ 46750","Daily estimated Click per job of  driver  in  Dayton :  14.1745204805529 clicks","Daily estimated Local Click ratio per job in  Dayton : $ 0.275863464787235"
"956","Alpharetta","GA","sales",31,46600,30.3855669909055,2.48714178376062,0.0818527356920814,-84.2739,34.0704,"Annual estimated Salary of  sales  in  Alpharetta : $ 46600","Daily estimated Click per job of  sales  in  Alpharetta :  30.3855669909055 clicks","Daily estimated Local Click ratio per job in  Alpharetta : $ 0.0818527356920814"
"957","Tempe","AZ","sales",39,46600,32.3186490086411,3.10162007063946,0.0959699791228953,-111.9318,33.3881,"Annual estimated Salary of  sales  in  Tempe : $ 46600","Daily estimated Click per job of  sales  in  Tempe :  32.3186490086411 clicks","Daily estimated Local Click ratio per job in  Tempe : $ 0.0959699791228953"
"958","Wichita","KS","driver",31,46600,15.4700803154708,5.02423146190988,0.324770871220714,-97.344,37.6894,"Annual estimated Salary of  driver  in  Wichita : $ 46600","Daily estimated Click per job of  driver  in  Wichita :  15.4700803154708 clicks","Daily estimated Local Click ratio per job in  Wichita : $ 0.324770871220714"
"959","Arlington","VA","education",23,46400,26.3049692863551,2.54064134445039,0.096584083288334,-77.1011,38.8786,"Annual estimated Salary of  education  in  Arlington : $ 46400","Daily estimated Click per job of  education  in  Arlington :  26.3049692863551 clicks","Daily estimated Local Click ratio per job in  Arlington : $ 0.096584083288334"
"960","Boise","ID","management",35,46400,18.7116502703386,4.92190049256802,0.263039358980011,-116.2035,43.6135,"Annual estimated Salary of  management  in  Boise : $ 46400","Daily estimated Click per job of  management  in  Boise :  18.7116502703386 clicks","Daily estimated Local Click ratio per job in  Boise : $ 0.263039358980011"
